gene	chromosome	gene_tss	gene_end
AC062020.1	2	123065321	123067722
LINC01826	2	123073481	123073481
AC068790.8	12	123973215	124088594
AC073409.2	2	123421486	123438693
AC073409.1	2	123444445	123444445
RFLNA	12	123973241	124316024
ELOAP1	2	123695302	123697396
PSMD14P1	2	123762171	123763071
AC064859.1	2	123850695	123850695
RN7SKP102	2	123869570	123869570
AC079154.1	2	124025173	124025173
AC068790.1	12	124006225	124006225
AC068790.9	12	124085761	124088598
AC026358.1	12	124206228	124209018
CNTNAP5	2	124025287	124915287
NCOR2	12	124495252	124567589
FOLR3	11	72114869	72139892
MTND5P22	2	124680916	124680916
AC019159.2	2	124696530	124696530
AC019159.1	2	124778640	124778640
RNA5SP102	2	124932915	124933020
RNU6-259P	2	124989219	124989325
AC097499.2	2	125665331	125717150
LINC01889	2	125710969	125765842
RPEP6	11	72131282	72131907
AL353771.1	1	70221023	70221023
FOLR1P1	11	72158822	72159734
AC097499.1	2	125823108	125823315
LINC01941	2	126117985	126118023
AP000812.1	11	72209241	72209241
ANKRD13C	1	70354722	70354734
AP000812.2	11	72172455	72177954
AC142116.2	2	126154583	126203372
AC023347.1	2	126308510	126343992
FOLR1	11	72189558	72196323
YWHAZP2	2	126558162	126558162
HHLA3	1	70354805	70385339
AC013474.2	2	126646233	126646233
GYPC	2	126656158	126696667
HHLA3-AS1	1	70360437	70360437
CTH	1	70411218	70439851
AL354872.1	1	70445071	70445536
CHORDC1P5	1	70530526	70531492
CASP3P1	1	70661265	70661265
LINC01788	1	70706453	70786468
AL513285.1	1	70720289	70720289
FOLR2	11	72216601	72221950
AC013474.1	2	126679622	126680420
RNU6-675P	2	126702942	126702942
PTGER3	1	71047788	71047808
TEX51	2	126898864	126902097
RNU7-182P	2	127017421	127017482
AC012508.2	2	127025723	127025723
AC012508.3	2	127024866	127033948
AC012508.1	2	127025211	127029686
AL031429.1	1	70947379	70951493
AL031429.2	1	71006502	71006502
ZRANB2-AS1	1	71048855	71067184
ZRANB2	1	71081035	71081289
INPPL1	11	72223701	72239147
MIR6880	12	124337242	124337242
AC073916.1	12	124383381	124383510
AC073592.1	12	124513222	124516798
AC073592.7	12	124530228	124530228
AC073592.3	12	124537844	124539677
AC073592.9	12	124542503	124542873
AC073592.5	12	124555905	124556432
AC073592.6	12	124561869	124562283
AC073592.8	12	124593691	124593691
AC073592.2	12	124623069	124623069
MIR186	1	71067716	71067716
AC073592.10	12	124623391	124623987
AC073592.4	12	124638444	124638444
AC073593.1	12	124725524	124725934
BIN1	2	127107001	127107288
ZRANB2-AS2	1	71081324	71489976
SCARB1	12	124863917	124882668
AL358453.1	1	71367303	71367303
NEGR1	1	72282539	72282539
PHOX2A	11	72241192	72245664
AL354949.1	1	71570956	71573558
AP000593.2	11	72251288	72251288
AL359821.1	1	71738173	71738354
AP000593.4	11	72261731	72290688
NEGR1-IT1	1	71837012	71837012
AP000593.1	11	72280151	72281178
GDI2P2	1	72274552	72275159
AL513166.1	1	72283170	72753772
AL583808.1	1	72899140	72899240
CLPB	11	72434531	72434680
AC073593.2	12	124786783	124808790
RNU6-927P	12	124901512	124901611
RNU6-1246P	1	72717769	72717769
LINC02796	1	72765031	72791282
AC055733.4	3	130869357	130869357
UBC	12	124915348	124917368
AC055733.2	3	130929976	130929976
LINC02797	1	72793104	72854475
AL732618.1	1	72979314	72979314
AC055733.1	3	130919120	130919120
KRT8P21	1	73104792	73106282
AC055733.3	3	130928276	130928276
RN7SKP19	1	73191855	73191855
LINC01360	1	73306170	73355253
ASTE1	3	131026792	131027649
LINC02238	1	73635216	73715214
MIR5188	12	124915547	124915659
RPL22P19	12	124935895	124935895
RNA5SP50	1	73749623	73749623
AL591463.1	1	73915315	73915340
DHX37	12	124953740	124989131
RNU4ATAC8P	1	73883714	73883822
LRRIQ3	1	74074790	74198187
NEK11	3	131026850	131350465
FPGT	1	74198212	74234086
BRI3BP	12	124993645	125031231
THRIL	12	125027410	125027410
AC122688.1	12	125056581	125056581
AACS	12	125065435	125143333
FPGT-TNNI3K	1	74198235	74544393
AP000593.3	11	72302139	72302965
AC122688.3	12	125138245	125141711
AP002892.2	11	72351347	72353210
AC122688.2	12	125150058	125151394
AP002892.1	11	72354516	72363555
AC122688.5	12	125160397	125160397
AP003785.1	11	72410716	72412079
AC122688.4	12	125160525	125164918
ART2BP	11	72478221	72479237
ART2P	11	72519986	72521733
TMEM132B	12	125186836	125662377
AP005019.2	11	72551919	72551919
AP005019.1	11	72562044	72562554
LINC01537	11	72570660	72573229
AC116424.1	3	131072339	131072339
RNU6-726P	3	131092927	131092927
AC010210.1	3	131381475	131381656
AC093028.1	12	125300936	125301917
AC005252.2	12	125808668	125809808
AC005252.4	12	125858132	125880724
NUDT16P1	3	131361898	131365122
AC005252.3	12	125858862	125861119
AC005252.1	12	125901483	125901483
LINC00939	12	125983378	125983665
NUDT16	3	131381774	131388830
PDE2A	11	72674422	72674591
AC107027.3	3	131458598	131458598
LINC02826	12	125983702	126043485
MRPL3	3	131502971	131502983
TNNI3K	1	74235387	74544428
LINC02359	12	126095992	126177632
AC005858.2	12	126107047	126107047
AC005858.3	12	126130865	126130865
AC005858.1	12	126141952	126142377
AC005888.1	12	126191406	126191406
LINC02347	12	126442481	126472790
AC093158.1	1	74378802	74378802
AC105271.1	1	74468195	74469543
SNORA58	3	131479233	131479233
LRRC53	1	74512611	74512611
AC107027.1	3	131517831	131520880
ERICH3	1	74673792	74673792
BCL2L12P1	3	131526447	131527179
CPNE4	3	131543093	132285410
ERICH3-AS1	1	74577430	74626098
AC135803.1	1	74699333	74699333
CRYZ	1	74733018	74733408
FAM32EP	12	126458792	126458792
AC006065.1	12	126511711	126511711
NDUFA5P6	12	126524248	126524626
AC006065.4	12	126690260	126690318
AC006065.2	12	126616554	126616554
AC006065.3	12	126690322	126690322
AC006065.5	12	126676243	126676243
AC006065.6	12	126677262	126677806
LINC02824	12	126690479	126720333
LINC00943	12	126726270	126749027
TYW3	1	74733152	74766678
AC107027.2	3	131537685	131537685
MIR5704	3	131985931	131985931
PSMC2P1	3	132175402	132176711
RPL7P16	3	132244265	132244265
LINC00944	12	126772411	126772519
ACP3	3	132317407	132368298
AC133865.1	1	74963314	74965118
AC099786.3	1	75123927	75123927
AC099786.1	1	75133058	75133058
LHX8	1	75128434	75161533
AC078878.1	12	126864465	126865422
LINC02372	12	126874716	126874725
AC099786.2	1	75132576	75132576
RNU6-622P	1	75183045	75183147
AC020633.1	3	132386522	132389074
NIP7P2	3	132401253	132401796
AC078878.2	12	126874821	126888718
SLC44A5	1	75611116	75611116
DNAJC13	3	132417502	132539032
HSPE1P20	12	126912034	126912322
AC079949.1	12	127146532	127146532
AC079949.3	12	127130005	127207706
AC079949.5	12	127146535	127151330
AC079949.2	12	127147149	127150081
AC079949.6	12	127161259	127161259
LINC02376	12	127284283	127284328
AC073913.1	12	127319986	127319986
RNU1-104P	12	127321355	127321529
LINC02375	12	127340098	127340109
AC093156.1	1	75521562	75522231
RNU6-503P	1	75538119	75538119
AC073913.2	12	127344402	127344402
AL096829.1	1	75582099	75582555
AC048347.1	12	127372243	127372669
AL137803.1	1	75724049	75724049
AC068787.4	12	127455634	127455634
AC068787.1	12	127462507	127463197
AC068787.3	12	127484243	127486675
AC068787.2	12	127486938	127533242
AC068787.5	12	127563908	127590930
AC025252.1	12	127598168	127599715
AC025252.2	12	127624153	127626267
LINC02411	12	127636408	127636488
ACADM	1	75724709	75787575
AC025160.1	12	127732171	127732171
AC087894.3	12	127762482	127821183
ACAD11	3	132659649	132660082
AC087894.2	12	127826286	127826286
AC087894.1	12	127877516	127877516
LINC02393	12	127881616	127898645
LINC00507	12	127915274	127960028
AC110926.1	2	127143793	127143793
NIFKP9	2	127170011	127170231
CYP27C1	2	127205767	127220313
PDE2A-AS2	11	72584572	72587979
WBP11P2	2	127247258	127250082
MIR139	11	72615130	72615130
RNU7-105P	11	72621766	72621827
PDE2A-AS1	11	72643237	72659407
LINC00508	12	127950160	127983854
LINC02441	12	128027166	128027166
AC140121.1	12	128068361	128068361
NPHP3-ACAD11	3	132722459	132722459
LINC02369	12	128118141	128118656
ARAP1	11	72700366	72793599
ERCC3	2	127290893	127294166
ACKR4	3	132597270	132618967
LINC02368	12	128118211	128123103
HSPA8P19	3	132645831	132650383
AC061709.2	12	128191389	128191495
AC061709.1	12	128244506	128244573
UBA5	3	132654446	132679794
TMEM132C	12	128267403	128707915
AC061709.3	12	128288159	128289056
MIR3612	12	128294092	128294178
AC023595.1	12	128399978	128404814
AC090424.1	12	128439206	128439206
SLC15A4	12	128823958	128823958
AC108704.2	12	128814750	128814750
AC108704.1	12	128826836	128827579
GLT1D1	12	128853427	128984968
NPHP3	3	132694870	132722414
DLSTP1	1	75744776	75744776
RABGGTB	1	75786197	75795086
NPHP3-AS1	3	132721750	132874223
AC079942.1	3	133037052	133037052
AC069262.1	12	128945203	128945203
NLRP9P1	12	129013336	129016663
TMEM132D	12	129086000	129904025
TMEM108	3	133038391	133397775
AC068282.1	2	127294227	127375075
TMEM132D-AS1	12	129109629	129113294
MAP3K2	2	127388465	127388465
AC107033.1	12	129170238	129170238
TMEM132D-AS2	12	129208601	129212662
AC079456.1	12	129262345	129262824
AC130404.1	12	129522763	129522763
AC130404.2	12	129622929	129625366
AC117373.1	12	129698227	129698227
AC117373.2	12	129696599	129700122
AC055717.3	12	129840522	129840522
TMEM108-AS1	3	133257048	133257207
AC055717.1	12	129854944	129854944
AC055717.2	12	130044956	130044956
LINC02418	12	130042342	130045057
BFSP2	3	133400056	133475222
SNORD45C	1	75787072	75787150
SNORD45A	1	75787889	75787972
SNORD45B	1	75789477	75789548
AC135388.1	12	130047132	130048376
MSH4	1	75796882	75913242
LINC02419	12	130070325	130072685
AC026336.4	12	130122974	130122974
AC026336.3	12	130138693	130140768
FZD10-AS1	12	130162223	130162256
AC055753.1	3	133409955	133410843
BFSP2-AS1	3	133455776	133455776
AC026336.5	12	130144954	130145691
AC022296.2	3	133490824	133491505
AC022296.4	3	133543466	133543466
AC022296.3	3	133546272	133546272
FZD10	12	130162459	130165740
AC022296.1	3	133551186	133551315
AC026336.1	12	130217157	130217157
AC026336.2	12	130249679	130266725
CDV3	3	133573686	133590261
ASB17	1	75932404	75932404
RNU6-1147P	2	127316873	127316979
MAP3K2-DT	2	127389130	127400580
AC092813.1	1	75932479	76019356
AC068282.2	2	127408221	127408221
PROC	2	127418427	127429242
AC092813.2	1	76041691	76066349
ST6GALNAC3	1	76074746	76634603
AC103592.1	1	76354246	76354246
AC104458.1	1	76636877	76637339
TPI1P1	1	76699789	76700538
RNU6-161P	1	76753135	76753240
LINC02567	1	76779267	76779267
ST6GALNAC5	1	76867480	77067546
TOPBP1	3	133608696	133662380
MIR7156	1	77060143	77060202
AL035409.2	1	77067920	77078482
AL035409.1	1	77081984	77086402
PIGK	1	77219430	77219430
MIR4783	2	127423618	127423618
AC127071.2	12	130351707	130351707
AC127071.3	12	130383364	130383890
IWS1	2	127486618	127526886
RIMBP2	12	130517865	130716281
AC113935.1	1	77129114	77129668
AC093433.1	1	77194825	77195395
AC093433.2	1	77248633	77250826
AK5	1	77282019	77559966
INHCAP	3	133661998	133754576
AC063926.1	12	130421019	130421019
AC063926.3	12	130425004	130430661
AC063926.2	12	130466315	130466315
AC095350.1	12	130651371	130669233
RNU6-678P	3	133664926	133665034
RNA5SP140	3	133710167	133710167
AC073912.3	12	130776546	130776546
STX2	12	130839266	130839266
TF	3	133746040	133796641
AC095030.1	1	77349585	77349585
RNU7-8P	1	77420325	77420386
AC093575.1	1	77437604	77437604
AC010976.1	2	127455394	127514623
ZZZ3	1	77631921	77683419
AC073912.1	12	130810606	130812438
AC073912.2	12	130812622	130812622
RNU6-1077P	12	130869837	130869837
RAN	12	130872066	130877678
AC080128.1	3	133760300	133762363
SRPRB	3	133784023	133825772
RNU4-48P	2	127472234	127472415
RNA5SP20	1	77614869	77614952
RN7SL370P	1	77645324	77645618
MYO7B	2	127559691	127637729
AC080128.2	3	133806139	133806139
USP33	1	77759852	77759852
RAB6B	3	133895882	133895882
C3orf36	3	133929812	133929812
SLCO2A1	3	134029925	134052184
ADGRD1	12	130953907	131141469
LINC02000	3	134057648	134057648
RYK	3	134183033	134250859
ARAP1-AS1	11	72685075	72693808
AP003065.1	11	72689650	72695821
ARAP1-AS2	11	72700474	72705607
RPS12P20	11	72708186	72708565
HMGB3P14	3	134170487	134171085
LINC02004	3	134313576	134321171
AC010207.1	3	134349233	134349233
RPL39P5	3	134356561	134356561
STARD10	11	72759309	72793681
AC010976.2	2	127626848	127626848
AMOTL2	3	134374447	134375479
LIMS2	2	127642131	127681786
ACTG1P21	1	77774864	77774864
MIR6827	3	134367862	134367862
HMGN1P9	3	134385197	134385494
HMGB3P13	3	134437605	134438211
MIR4788	3	134437827	134437906
ANAPC13	3	134486023	134486716
MIGA1	1	77779624	77879539
AC073862.3	12	130958031	130958031
AC073862.4	12	130962175	130963028
AC073862.5	12	130976786	130978812
CEP63	3	134485721	134575017
AC073862.1	12	130977562	130978768
AC073862.2	12	130981367	130981367
AC078925.4	12	130990028	130990028
ADGRD1-AS1	12	130993976	130993976
AC078925.2	12	131024741	131024741
AC078925.3	12	131028060	131028060
AC078925.1	12	131035487	131035487
LINC01257	12	131165011	131232940
RNA5SP21	1	77779904	77779999
AC138392.1	1	77811781	77811781
NSRP1P1	1	77847110	77848802
HSPE1P25	1	77853355	77853893
MIR4692	11	72783530	72783592
AP002381.2	11	72814054	72814054
NEXN-AS1	1	77889539	77889539
AC126564.1	12	131235511	131237523
RPS6P20	12	131293176	131293176
AC092850.1	12	131295522	131298218
LINC02415	12	131297972	131297972
RNA5SP376	12	131299751	131299751
AC092850.2	12	131312811	131312811
ATG16L2	11	72814411	72843674
LINC02370	12	131347470	131367555
NEXN	1	77888513	77943895
AC140118.2	12	131371721	131371721
AC140118.1	12	131366660	131371059
AC073578.4	12	131436447	131436960
AC073578.2	12	131455436	131455436
AC073578.5	12	131457018	131458324
AC073578.1	12	131492997	131529894
AC073578.3	12	131483034	131483034
AC140063.1	12	131597115	131597115
AC117500.5	12	131620765	131620765
AC117500.3	12	131623203	131623203
LINC02414	12	131661823	131661823
AC117500.6	12	131644172	131645651
AC117500.4	12	131645918	131646444
RNA5SP377	12	131661063	131661174
AC117500.1	12	131662596	131664704
RPS6P21	12	131667492	131668246
SFSWAP	12	131711081	131799738
FUBP1	1	77945895	77979110
AC026117.1	3	134511413	134511413
EPHB1	3	134597801	135260467
AC117500.2	12	131758047	131758047
RNA5SP378	12	131801434	131801434
RNU6-1017P	12	131815368	131815368
MMP17	12	131828393	131851783
KY	3	134651022	134651636
FCHSD2	11	73142046	73142318
DNAJB4	1	77979175	78017964
AC131009.2	12	131857420	131864538
ULK1	12	131894622	131923150
GIPC2	1	77979542	78138444
AC103591.3	1	78004554	78004554
AC103591.4	1	78024861	78024861
AC016931.1	3	134796493	134796493
AC103591.2	1	78044148	78044148
RNU6-1174P	3	134780627	134780627
RNA5SP141	3	134783555	134783555
RNU6-1102P	1	78089083	78089083
AC103591.1	1	78091499	78092054
AC092969.1	3	135439862	135439888
RNA5SP22	1	78094915	78094915
RNFT1P2	1	78171237	78171237
MGC27382	1	78229599	78369464
PTGFR	1	78303884	78540701
AC092989.1	3	135925891	135926167
NDUFS6P1	3	135959590	135959590
AC131009.4	12	131896500	131898239
PPP2R3A	3	135965728	136147894
AC131009.1	12	131929351	131929351
AC096531.1	1	78317263	78317263
RNA5SP23	1	78375268	78375268
PUS1	12	131929200	131945896
IFI44L	1	78619922	78646145
IFI44	1	78649796	78664078
AC131009.3	12	131934642	131934928
EP400	12	131949942	132080460
RNU6-672P	11	72869650	72869650
AP002381.1	11	72940498	72941112
AP002761.2	11	73176694	73181724
AP002761.1	11	73215913	73215913
P2RY2	11	73218281	73242427
AC072039.1	3	136055184	136055764
AC072039.2	3	136087913	136087913
GPR17	2	127645994	127652639
MSL2	3	136196335	136197241
AC104837.2	1	78666272	78666695
AC104837.1	1	78749073	78750659
AP002761.4	11	73238975	73242335
TDGF1P6	3	136155549	136155996
OR8R1P	11	73248779	73249867
AC092991.1	3	136205915	136205915
P2RY6	11	73264505	73298625
WDR33	2	127811171	127811187
ADGRL4	1	78917885	79282124
PCCB	3	136250340	136337896
SNORA49	12	132031224	132031359
AC137590.1	12	132080460	132080460
AC137590.2	12	132083779	132083779
AP002761.3	11	73309361	73309361
AC138466.5	12	132100820	132100820
AC138466.2	12	132126764	132126764
ARHGEF17	11	73308276	73369388
SFT2D3	2	127701497	127705242
PSAT1P3	1	79056055	79056055
AL353651.1	1	79323769	79324863
RNY4P7	2	127798998	127798998
AL353651.2	1	79324852	79324852
LINC02792	1	79325008	79346445
ZFP91P1	2	127841763	127841763
ADH5P2	1	79521080	79522203
AC099671.1	1	80051404	80051404
AC098657.1	1	80093237	80093237
POLR2D	2	127858155	127858155
AC098657.2	1	80114943	80116918
AC098657.3	1	80124004	80124361
HMGB1P18	1	80283352	80283970
AL606519.1	1	80374621	80374621
HNRNPA1P64	1	80452004	80452004
AL596276.1	1	80464718	80464718
AL596276.2	1	80495903	80496233
AL136234.1	1	80584363	80584363
LINC01781	1	80535755	80646791
RNU6-395P	2	127845236	127845341
RPS26P19	2	127847084	127847084
RELT	11	73376399	73397474
MTND2P30	1	81080790	81081171
RPL7P10	1	81099005	81099005
AL357632.1	1	81208568	81209210
AC093154.1	1	81209834	81222076
AMMECR1L	2	127885956	127885956
RN7SKP247	1	81251789	81252096
AC138466.3	12	132169823	132170043
AC012306.2	2	127886556	127887185
AC012306.3	2	127888829	127892732
AC138466.1	12	132190213	132190997
AC012306.1	2	127931327	127931440
SAP130	2	128027293	128028120
AP000763.4	11	73396436	73396436
FAM168A	11	73598189	73598189
AC138466.4	12	132200436	132201287
AC148477.3	12	132275391	132278329
AP000763.3	11	73405297	73410682
AP000763.1	11	73452020	73452344
AC148477.2	12	132277349	132280900
AP000763.2	11	73510658	73510820
HMGN2P38	11	73580253	73580517
AC148477.5	12	132280900	132280900
AC148477.4	12	132282814	132284606
AP000860.1	11	73640479	73641037
AC148477.1	12	132329850	132331575
AC148477.7	12	132332005	132332432
AC148477.10	12	132344477	132345352
ADGRL2	1	81306147	81992436
AC148477.8	12	132351855	132352322
AC148477.6	12	132360734	132361198
AC148477.9	12	132362810	132363348
AC148476.1	12	132425208	132425208
AC079031.1	12	132457160	132460024
AC079031.2	12	132462242	132462856
FBRSL1	12	132489551	132585188
PLEKHB1	11	73646581	73662819
AC131212.3	12	132550729	132554947
AC131212.2	12	132565071	132566425
MIR6763	12	132581997	132582061
AC131212.1	12	132593698	132593698
LRCOL1	12	132610397	132610582
AC108059.2	2	128067194	128067407
P2RX2	12	132618776	132622388
UGGT1	2	128091200	128195677
STAG1	3	136752378	136752403
SRMP3	2	128140516	128140516
AC108059.1	2	128151304	128151304
DYNLT3P2	2	128199901	128200195
RPL14P6	2	128203361	128203775
RPL21P34	2	128217588	128218072
HS6ST1	2	128318396	128318868
RNA5SP103	2	128445198	128445198
ISCA1P6	2	128519177	128519177
AC012451.1	2	128581576	128581576
AC068483.1	2	129071725	129071725
LINC01854	2	129273848	129273848
PPIAP65	2	129496297	129496788
LINC02572	2	129877404	129877664
AC079776.5	2	129877896	129884441
PLAC9P1	2	129923809	129934317
LINC01856	2	129923177	129946703
RPL22P7	2	129940217	129940217
RAB6C-AS1	2	129980466	129980466
RAB6C	2	129979666	129982738
AC079776.3	2	129990530	129990530
AC079776.4	2	130028412	130028412
AC079776.2	2	129993105	129993105
AC079776.1	2	129992889	129994040
ARHGAP42P2	2	130006200	130009123
FAR2P1	2	130034699	130040560
AC018865.2	2	130051131	130051131
KLF2P1	2	130036958	130038422
CYP4F27P	2	130049440	130049440
POTEF	2	130129222	130129222
RAB6A	11	73761137	73761137
AC018865.1	2	130082220	130082220
POTEF-AS1	2	130107684	130109741
RNU6-1049P	2	130109310	130109310
MED15P9	2	130129621	130139417
AC131212.4	12	132622973	132622973
CCDC74B	2	130143028	130145134
POLE	12	132625951	132687376
RNU6-1284P	3	136430183	136430183
HMGN1P10	3	136609050	136609602
RNU6-789P	3	136721495	136721495
AC117382.1	3	136737229	136737229
AC117382.2	3	136752630	136755780
AC096992.3	3	136778181	136806308
AC096992.1	3	136809623	136809623
SLC35G2	3	136818647	136855888
NCK1-DT	3	136862037	136862618
AP002993.1	11	73722349	73722694
AP002770.1	11	73760563	73761070
AC096992.2	3	136839021	136839021
MRPL48	11	73787872	73865133
NCK1	3	136862208	136951606
SMPD4	2	130181757	130182750
RAD51AP1P1	3	136900076	136900076
IL20RB	3	136946230	137011085
IL20RB-AS1	3	136982196	136982196
RNA5SP142	3	137518255	137518255
AC117440.1	3	137536142	137536142
NPM1P17	3	137723774	137724543
SOX14	3	137764315	137766334
LINC01210	3	137771949	137780882
RN7SKP243	11	73832690	73832690
CCDC58P5	11	73851211	73851211
COA4	11	73876846	73876901
PXMP2	12	132687587	132704985
PAAF1	11	73876699	73931114
AC007159.1	3	137791973	137796678
HSPA8P9	3	137880295	137882237
CLDN18	3	137998735	138033655
AC135586.2	12	132688049	132714912
AC016252.1	3	138005122	138005122
PGAM5	12	132710819	132722734
DZIP1L	3	138115608	138115818
RNA5SP379	12	132724057	132724057
ANKLE2	12	132761832	132761832
KRT8P36	3	138102917	138102917
A4GNT	3	138132390	138132390
AC023049.1	3	138125812	138125812
DBR1	3	138174921	138174921
AC135586.1	12	132745156	132745729
GOLGA3	12	132828864	132829078
ARMC8	3	138187267	138298384
HNRNPA3P14	1	81426456	81427605
ARID3BP1	1	81501794	81503468
AL138799.1	1	81505099	81506296
AL138799.3	1	81557702	81557702
MED28P8	1	81557832	81557832
AC117944.1	1	81625713	81625713
AL138799.2	1	81596506	81596506
ST13P20	1	81721693	81723068
AL157944.1	1	82848205	82848205
LINC01362	1	82903183	83166815
MZT2B	2	130181737	130190729
LINC01361	1	82984922	82986208
AC116099.1	1	83425353	83425353
LINC01712	1	83445967	83480024
LINC01725	1	83860996	83861023
TUBA3E	2	130198439	130198439
AL035706.1	1	83790280	83801465
AC018804.1	2	130202312	130212628
RHOQP3	2	130213490	130213490
NOC2LP1	2	130229379	130232106
AC134915.1	2	130245971	130248770
MED15P5	2	130251568	130252559
MTND1P29	2	130270440	130272272
TTLL7	1	83948936	83999150
MTND2P22	2	130272479	130273511
MTCO1P7	2	130273908	130275449
MTCO2P7	2	130275592	130276257
MTATP6P7	2	130276507	130277187
CHFR	12	132848192	132956304
MTCO3P7	2	130277184	130277957
MTND3P15	2	130278036	130278376
AC068137.1	2	130278444	130278739
MTND4P27	2	130278757	130280110
MTND5P29	2	130280299	130282105
MTND6P8	2	130282606	130282606
MTCYBP8	2	130282679	130283329
RPL19P4	2	130293822	130294405
TEKT4P3	2	130314411	130314411
AC132479.1	2	130330285	130330285
CCDC115	2	130342164	130342699
ARPC3P4	11	73922196	73922196
DNAJB13	11	73951026	73970366
IMP4	2	130342897	130347967
TTLL7-IT1	1	83984300	83984300
AC104454.1	1	84018371	84018371
AC104454.2	1	84038529	84065031
AL359504.1	1	84077931	84077931
AP003717.1	11	73970287	73970287
UCP2	11	73982843	73982843
PRKACB	1	84078062	84238498
AP003717.4	11	73983449	73985562
AP003717.2	11	73992180	73992180
AP003717.3	11	73996151	73996151
PTPN18	2	130356056	130375405
UCP3	11	74009085	74009085
RPS11P5	12	132825701	132826184
RNU6-327P	12	132835500	132835500
AC127070.4	12	132867958	132867958
AC127070.1	12	132887842	132888583
AC127070.3	12	132899984	132900368
AC127070.2	12	132911470	132914732
ZNF605	12	132956306	132956306
NANOGNBP2	12	132972890	132972890
ZNF26	12	132986365	133032952
C2CD3	11	74085795	74171210
RNU4ATAC12P	12	132995302	132995302
ZNF84-DT	12	133036911	133037222
PTP4A1P2	12	133033503	133033956
ZNF84	12	133037301	133063304
FAR2P2	2	130427986	130431363
KLF2P2	2	130427731	130429225
CYP4F62P	2	130436383	130441413
AC073911.1	12	133073983	133073983
AC073911.2	12	133078392	133078392
POTEI	2	130509328	130509707
ZNF140	12	133079838	133107544
ZNF891	12	133130473	133130473
RNU6-473P	2	130497849	130497849
AC013269.2	2	130526691	130526691
AP002392.1	11	74142151	74142358
AC026786.2	12	133115692	133122340
RPL23AP67	12	133125479	133125952
CFC1B	2	130521222	130528604
PPME1	11	74171267	74254703
ZNF10	12	133130575	133159465
AC013269.1	2	130530275	130537182
PRSS40B	2	130549883	130549883
PRSS40A	2	130570829	130584161
AC140481.2	2	130590463	130590463
CFC1	2	130599575	130599575
AC026786.1	12	133130984	133202369
ZNF268	12	133181495	133214832
POTEJ	2	130611440	130658037
TXN2P1	1	84085741	84086233
RNU6-848P	2	130622838	130622944
NEDD8P1	1	84244334	84244577
CYP4F30P	2	130680050	130685863
AL359273.1	1	84277321	84277457
AC140481.3	2	130681228	130691691
SAMD13	1	84298366	84389957
FAR2P3	2	130690133	130718831
RNA5SP343	11	74198854	74198854
AP000577.2	11	74204869	74205746
KLF2P3	2	130693770	130693770
GPR148	2	130729070	130730336
AC140481.1	2	130755767	130755879
P4HA3	11	74247910	74311640
NME9	3	138329886	138329886
AMER3	2	130755540	130768134
CYCSP8	2	130776646	130776957
AC133785.1	2	130836994	130836994
AL359273.2	1	84344678	84349939
UOX	1	84370400	84397831
ARHGEF4	2	130836914	131047263
DNASE2B	1	84398532	84415018
AL844170.1	1	84477039	84479157
RPF1	1	84479259	84498352
AC226150.1	12	133217675	133217675
ANHX	12	133235877	133235877
MRAS	3	138347697	138405534
GNG5	1	84503833	84506581
RNU6-717P	12	133238438	133238438
AL359762.3	1	84556688	84556688
AP000577.1	11	74252552	74252552
P4HA3-AS1	11	74311362	74324705
SPATA1	1	84506300	84566194
PGM2L1	11	74398433	74398433
HNRNPA1P40	11	74354443	74355720
ESYT3	3	138434586	138481686
AP001372.1	11	74397549	74485742
CTBS	1	84574440	84574480
AP001085.1	11	74398825	74416379
MIR548AL	11	74399237	74399333
KCNE3	11	74467549	74467729
AC112786.1	2	130929883	130929883
AC112786.2	2	130929884	130929884
SMIM39	2	131035092	131035262
FAM168B	2	131093428	131093460
AP001372.3	11	74455348	74456825
CYCSP27	11	74482250	74482542
AP001372.4	11	74486051	74486051
LIPT2	11	74493724	74493724
AL359762.1	1	84574129	84583620
AL359762.2	1	84607099	84610697
LINC01555	1	84635020	84635020
AP001372.2	11	74493366	74498533
AC114482.1	1	84637106	84637106
AC022497.1	3	138482065	138485755
POLD3	11	74493851	74669117
SSX2IP	1	84690461	84690803
CEP70	3	138594260	138594538
PLEKHB2	2	131104847	131353709
AC104169.1	1	84785427	84786714
RANP3	11	74652636	74652911
RN7SKP297	11	74685224	74685505
LPAR3	1	84866159	84893206
CHRDL2	11	74697694	74731426
MCOLN2	1	84997113	84997113
DNAI3	1	84999147	85133138
NEK2P4	2	131178946	131178946
AC009477.1	2	131181369	131181369
NF1P8	2	131198007	131198007
FAIM	3	138608606	138633376
AC131180.1	2	131209211	131209211
MED15P8	2	131202941	131202941
POTEE	2	131218067	131265278
AP001324.3	11	74699658	74699658
MIR4696	11	74720337	74720337
AP001324.2	11	74738796	74738796
PPIAP72	3	138644694	138644694
AP001324.1	11	74746114	74746114
RNF169	11	74748849	74842413
PIK3CB	3	138834928	138834928
XRRA1	11	74949180	74949200
MCOLN3	1	85048500	85048500
RNU6-127P	2	131229607	131229713
FAR2P4	2	131279290	131309068
KLF2P4	2	131300444	131300444
AC073869.5	2	131303037	131355683
ARHGAP42P1	2	131330857	131330857
AC073869.7	2	131335502	131355769
SSBP3P2	2	131353239	131353239
RAB6D	2	131364142	131364142
AC073869.3	2	131363364	131364881
MIR4423	1	85133794	85133873
